shipment_id,warehouse,supplier,category,lead_time_days,promised_lead_time,inventory_holding_cost,unit_order_quantity,stockout_flag,shipment_status
SHP-1594,WH-Hyderabad,Supp-D,Electronics,23,13,2354.08,253,0,Delivered
SHP-1595,WH-Hyderabad,Supp-D,Consumer Goods,11,12,5149.23,132,0,Delayed
SHP-1596,WH-Delhi,Supp-D,Automotive,23,12,7545.59,308,0,Delivered
SHP-1597,WH-Mumbai,Supp-A,Electronics,13,11,5179.41,292,0,Delayed
SHP-1598,WH-Hyderabad,Supp-D,Automotive,18,8,5090.22,41,0,Delivered
SHP-1599,WH-Bengaluru,Supp-A,Automotive,15,6,8463.19,343,0,Delivered
SHP-1600,WH-Delhi,Supp-D,Industrial Parts,15,7,3933.34,386,0,Delivered
SHP-1601,WH-Hyderabad,Supp-C,Electronics,3,10,8668.05,155,0,Delayed
SHP-1602,WH-Hyderabad,Supp-B,Industrial Parts,22,9,4364.65,165,0,Delivered
SHP-1603,WH-Bengaluru,Supp-A,Electronics,21,12,3618.21,422,0,Delivered
SHP-1604,WH-Mumbai,Supp-D,Automotive,12,10,4812.9,25,0,Delivered
SHP-1605,WH-Mumbai,Supp-C,Automotive,17,10,7743.25,364,0,Delivered
SHP-1606,WH-Mumbai,Supp-B,Consumer Goods,20,5,1697.02,56,0,Delivered
SHP-1607,WH-Hyderabad,Supp-A,Electronics,24,8,2365.98,260,1,Delayed
SHP-1608,WH-Hyderabad,Supp-B,Industrial Parts,7,9,9538.73,196,1,Cancelled
SHP-1609,WH-Hyderabad,Supp-C,Consumer Goods,20,7,2167.17,40,1,Delivered
SHP-1610,WH-Delhi,Supp-A,Consumer Goods,6,13,5893.41,269,0,Delayed
SHP-1611,WH-Bengaluru,Supp-B,Consumer Goods,5,5,6003.49,430,0,Delivered
SHP-1612,WH-Hyderabad,Supp-D,Industrial Parts,16,10,5151.43,26,0,Delivered
SHP-1613,WH-Bengaluru,Supp-A,Consumer Goods,5,10,6625.08,48,0,Delivered
SHP-1614,WH-Bengaluru,Supp-B,Industrial Parts,21,14,2683.35,313,0,Delivered
SHP-1615,WH-Mumbai,Supp-C,Consumer Goods,11,9,5750.29,439,0,Cancelled
SHP-1616,WH-Delhi,Supp-C,Industrial Parts,23,9,4035.65,483,0,Delivered
SHP-1617,WH-Hyderabad,Supp-A,Automotive,4,14,6785.84,441,0,Delivered
SHP-1618,WH-Mumbai,Supp-B,Automotive,6,9,1841.62,48,0,Delivered
SHP-1619,WH-Mumbai,Supp-A,Automotive,7,10,5923.34,498,1,Delivered
SHP-1620,WH-Hyderabad,Supp-A,Automotive,22,12,2260.07,141,0,Delivered
SHP-1621,WH-Bengaluru,Supp-B,Automotive,23,6,3147.11,39,0,Cancelled
SHP-1622,WH-Mumbai,Supp-B,Consumer Goods,9,10,2577.74,167,1,Delayed
SHP-1623,WH-Bengaluru,Supp-D,Consumer Goods,8,5,2236.96,287,0,Delayed
SHP-1624,WH-Delhi,Supp-B,Consumer Goods,22,8,8344.25,212,0,Delivered
SHP-1625,WH-Bengaluru,Supp-C,Industrial Parts,11,14,3214.22,75,0,Delivered
SHP-1626,WH-Delhi,Supp-A,Industrial Parts,7,7,9307.68,117,0,Delivered
SHP-1627,WH-Bengaluru,Supp-A,Industrial Parts,15,13,9714.3,277,1,Delivered
SHP-1628,WH-Mumbai,Supp-C,Industrial Parts,5,7,5926.97,231,0,Delivered
SHP-1629,WH-Mumbai,Supp-B,Automotive,14,10,1858.51,301,0,Delayed
SHP-1630,WH-Delhi,Supp-C,Automotive,21,5,4058.21,27,0,Delivered
SHP-1631,WH-Hyderabad,Supp-C,Automotive,18,10,8078.46,99,0,Delivered
SHP-1632,WH-Delhi,Supp-D,Electronics,24,8,3990.21,190,1,Delivered
SHP-1633,WH-Delhi,Supp-C,Consumer Goods,8,12,1326.66,264,0,Delivered
SHP-1634,WH-Bengaluru,Supp-A,Industrial Parts,5,13,5789.46,464,0,Delivered
SHP-1635,WH-Bengaluru,Supp-C,Industrial Parts,15,8,8528.65,262,0,Delayed
SHP-1636,WH-Delhi,Supp-A,Automotive,4,14,8061.3,266,0,Delivered
SHP-1637,WH-Mumbai,Supp-A,Industrial Parts,6,14,2163.67,392,1,Delayed
SHP-1638,WH-Bengaluru,Supp-A,Industrial Parts,17,10,6891.26,451,0,Delivered
SHP-1639,WH-Hyderabad,Supp-B,Consumer Goods,24,5,2594.79,355,0,Delivered
SHP-1640,WH-Bengaluru,Supp-D,Automotive,21,8,2572.97,96,0,Delivered
SHP-1641,WH-Bengaluru,Supp-A,Consumer Goods,5,11,8803.68,99,0,Delayed
SHP-1642,WH-Hyderabad,Supp-A,Electronics,3,5,2871.86,246,0,Delayed
SHP-1643,WH-Delhi,Supp-B,Electronics,19,12,3000.85,399,1,Delivered
SHP-1644,WH-Hyderabad,Supp-A,Electronics,20,14,506.21,79,0,Delivered
SHP-1645,WH-Delhi,Supp-C,Automotive,20,10,8771.36,53,1,Delivered
SHP-1646,WH-Delhi,Supp-C,Industrial Parts,18,9,8029.65,209,0,Delivered
SHP-1647,WH-Delhi,Supp-D,Automotive,15,14,6459.62,161,0,Delayed
SHP-1648,WH-Hyderabad,Supp-A,Automotive,20,13,7627.52,95,0,Delivered
SHP-1649,WH-Delhi,Supp-B,Industrial Parts,23,6,1944.46,28,0,Delivered
SHP-1650,WH-Mumbai,Supp-C,Consumer Goods,14,9,4854.07,110,1,Delivered
SHP-1651,WH-Hyderabad,Supp-B,Electronics,13,10,3836.58,411,0,Delivered
SHP-1652,WH-Mumbai,Supp-B,Consumer Goods,7,11,1390.88,104,0,Delivered
SHP-1653,WH-Delhi,Supp-C,Electronics,22,9,5118.24,263,0,Delivered
SHP-1654,WH-Bengaluru,Supp-B,Automotive,5,13,9247.03,366,0,Delivered
SHP-1655,WH-Delhi,Supp-C,Electronics,20,5,880.56,39,0,Delivered
SHP-1656,WH-Mumbai,Supp-B,Automotive,17,11,3268.88,258,0,Delivered
SHP-1657,WH-Mumbai,Supp-C,Consumer Goods,14,14,2471.64,435,0,Delayed
SHP-1658,WH-Hyderabad,Supp-A,Automotive,5,11,2762.39,42,0,Delivered
SHP-1659,WH-Bengaluru,Supp-D,Consumer Goods,24,8,9130.13,467,0,Delivered
SHP-1660,WH-Hyderabad,Supp-C,Industrial Parts,18,13,4946.66,238,0,Delivered
SHP-1661,WH-Mumbai,Supp-C,Industrial Parts,24,9,4929.84,21,0,Delivered
SHP-1662,WH-Delhi,Supp-D,Industrial Parts,2,8,7725.47,127,0,Delivered
SHP-1663,WH-Bengaluru,Supp-C,Automotive,19,11,1967.68,359,1,Delivered
SHP-1664,WH-Delhi,Supp-C,Industrial Parts,21,8,5129.02,164,0,Delivered
SHP-1665,WH-Delhi,Supp-B,Electronics,18,7,4584.86,432,0,Cancelled
SHP-1666,WH-Bengaluru,Supp-D,Consumer Goods,16,13,6170.65,402,0,Delivered
SHP-1667,WH-Hyderabad,Supp-A,Consumer Goods,12,12,9995.8,255,0,Delivered
SHP-1668,WH-Delhi,Supp-C,Electronics,23,5,7809.76,414,0,Delivered
SHP-1669,WH-Mumbai,Supp-D,Automotive,14,11,4279.72,341,0,Delivered
SHP-1670,WH-Delhi,Supp-B,Automotive,2,13,8361.75,256,0,Delivered
SHP-1671,WH-Bengaluru,Supp-A,Consumer Goods,18,12,2121.73,38,0,Delayed
SHP-1672,WH-Bengaluru,Supp-D,Industrial Parts,7,12,789.41,170,0,Delivered
SHP-1673,WH-Bengaluru,Supp-A,Automotive,5,10,2442.26,244,0,Delivered
SHP-1674,WH-Hyderabad,Supp-A,Automotive,21,8,3733.91,199,1,Delivered
SHP-1675,WH-Delhi,Supp-A,Electronics,17,12,5350.52,126,0,Delivered
SHP-1676,WH-Hyderabad,Supp-C,Electronics,16,7,6343.73,280,0,Delivered
SHP-1677,WH-Hyderabad,Supp-C,Industrial Parts,16,13,9150.75,267,1,Delivered
SHP-1678,WH-Bengaluru,Supp-B,Automotive,7,6,5343.61,189,0,Delivered
SHP-1679,WH-Bengaluru,Supp-B,Automotive,16,6,5262.12,496,0,Delivered
SHP-1680,WH-Hyderabad,Supp-D,Electronics,15,11,977.31,382,0,Delivered
SHP-1681,WH-Delhi,Supp-B,Automotive,12,14,831.66,181,1,Cancelled
SHP-1682,WH-Mumbai,Supp-A,Consumer Goods,8,8,5736.02,447,0,Delivered
SHP-1683,WH-Hyderabad,Supp-A,Electronics,10,14,4662.7,283,1,Delayed
SHP-1684,WH-Delhi,Supp-C,Industrial Parts,17,12,8472.21,268,0,Delayed
SHP-1685,WH-Bengaluru,Supp-A,Electronics,6,13,2026.46,144,0,Delivered
SHP-1686,WH-Bengaluru,Supp-D,Automotive,21,11,737.23,180,1,Delivered
SHP-1687,WH-Delhi,Supp-A,Industrial Parts,11,9,4765.87,219,0,Delivered
SHP-1688,WH-Mumbai,Supp-A,Electronics,19,12,2756.05,245,0,Delivered
SHP-1689,WH-Bengaluru,Supp-D,Consumer Goods,4,8,971.34,431,0,Delivered
SHP-1690,WH-Bengaluru,Supp-B,Consumer Goods,14,6,7383.68,430,0,Delayed
SHP-1691,WH-Bengaluru,Supp-B,Electronics,12,10,1560.13,195,1,Delayed
SHP-1692,WH-Delhi,Supp-D,Consumer Goods,18,13,6279.04,426,0,Delivered
SHP-1693,WH-Hyderabad,Supp-C,Consumer Goods,23,5,3169.97,373,0,Delivered
SHP-1694,WH-Bengaluru,Supp-A,Consumer Goods,14,14,2148.21,452,0,Delivered
SHP-1695,WH-Hyderabad,Supp-D,Industrial Parts,7,11,4107.64,104,0,Delayed
SHP-1696,WH-Mumbai,Supp-A,Consumer Goods,18,14,8113.73,387,0,Delivered
SHP-1697,WH-Bengaluru,Supp-C,Consumer Goods,14,13,4224.89,20,0,Delivered
SHP-1698,WH-Bengaluru,Supp-A,Consumer Goods,20,14,7632.31,77,0,Delivered
SHP-1699,WH-Mumbai,Supp-D,Industrial Parts,22,13,1692.12,388,1,Delivered
SHP-1700,WH-Bengaluru,Supp-A,Electronics,20,14,7841.33,219,0,Delayed
SHP-1701,WH-Hyderabad,Supp-B,Automotive,11,7,2750.87,205,0,Delivered
SHP-1702,WH-Delhi,Supp-C,Consumer Goods,4,9,6935.23,378,1,Delivered
SHP-1703,WH-Hyderabad,Supp-C,Electronics,15,12,5874.92,107,0,Delayed
SHP-1704,WH-Delhi,Supp-C,Consumer Goods,20,12,9326.87,102,0,Delivered
SHP-1705,WH-Delhi,Supp-D,Industrial Parts,6,8,4179.56,481,0,Delivered
SHP-1706,WH-Hyderabad,Supp-C,Electronics,6,5,1128.57,31,1,Delivered
SHP-1707,WH-Hyderabad,Supp-B,Industrial Parts,21,5,681.98,459,0,Delivered
SHP-1708,WH-Hyderabad,Supp-D,Consumer Goods,18,8,8355.16,181,1,Delivered
SHP-1709,WH-Hyderabad,Supp-B,Consumer Goods,22,10,5484.99,392,0,Delivered
SHP-1710,WH-Mumbai,Supp-A,Industrial Parts,11,12,7864.82,143,0,Delivered
SHP-1711,WH-Bengaluru,Supp-A,Automotive,6,10,2727.04,435,0,Delivered
SHP-1712,WH-Delhi,Supp-A,Industrial Parts,5,13,3778.3,34,0,Delayed
SHP-1713,WH-Hyderabad,Supp-A,Consumer Goods,7,13,785.99,194,0,Delayed
SHP-1714,WH-Hyderabad,Supp-B,Industrial Parts,5,6,9634.18,94,0,Delivered
SHP-1715,WH-Hyderabad,Supp-D,Automotive,8,14,6844.75,64,0,Delivered
SHP-1716,WH-Mumbai,Supp-D,Industrial Parts,8,5,9365.45,260,0,Delivered
SHP-1717,WH-Hyderabad,Supp-C,Automotive,19,6,3022.22,153,0,Delivered
SHP-1718,WH-Hyderabad,Supp-B,Automotive,4,9,6308.9,360,0,Delayed
SHP-1719,WH-Hyderabad,Supp-A,Industrial Parts,2,8,6945.75,407,0,Delivered
SHP-1720,WH-Bengaluru,Supp-B,Industrial Parts,5,8,3516.72,176,0,Delivered
SHP-1721,WH-Mumbai,Supp-C,Electronics,7,13,8557.04,421,0,Delivered
SHP-1722,WH-Hyderabad,Supp-C,Consumer Goods,10,12,9498.03,233,0,Delivered
SHP-1723,WH-Delhi,Supp-B,Automotive,23,10,8906.12,229,0,Delivered
SHP-1724,WH-Delhi,Supp-B,Electronics,15,5,7521.14,188,0,Delivered
SHP-1725,WH-Delhi,Supp-B,Industrial Parts,13,6,3135.91,128,1,Cancelled
SHP-1726,WH-Mumbai,Supp-D,Consumer Goods,21,10,3175.35,442,0,Delayed
SHP-1727,WH-Mumbai,Supp-A,Electronics,5,6,9651.92,274,0,Delivered
SHP-1728,WH-Delhi,Supp-B,Automotive,22,14,597.7,451,0,Delivered
SHP-1729,WH-Hyderabad,Supp-B,Electronics,13,9,7302.47,438,0,Delayed
SHP-1730,WH-Mumbai,Supp-B,Automotive,11,9,7209.34,159,0,Delivered
SHP-1731,WH-Delhi,Supp-C,Industrial Parts,23,10,6415.55,425,0,Delivered
SHP-1732,WH-Delhi,Supp-C,Consumer Goods,8,10,9906.03,462,0,Delivered
SHP-1733,WH-Hyderabad,Supp-D,Consumer Goods,4,10,3462.85,224,0,Delayed
SHP-1734,WH-Bengaluru,Supp-A,Consumer Goods,24,6,3729.73,206,0,Delivered
SHP-1735,WH-Mumbai,Supp-D,Industrial Parts,15,14,1249.92,51,0,Delivered
SHP-1736,WH-Hyderabad,Supp-A,Automotive,11,7,4706.58,62,0,Delayed
SHP-1737,WH-Delhi,Supp-C,Industrial Parts,17,10,2979.96,489,0,Delayed
SHP-1738,WH-Delhi,Supp-C,Consumer Goods,17,12,3762.17,452,1,Delayed
SHP-1739,WH-Hyderabad,Supp-C,Industrial Parts,23,5,8428.43,339,0,Delivered
SHP-1740,WH-Mumbai,Supp-D,Industrial Parts,11,5,9387.1,260,0,Delivered
SHP-1741,WH-Bengaluru,Supp-B,Industrial Parts,14,6,2264.46,304,1,Delivered
SHP-1742,WH-Bengaluru,Supp-B,Automotive,7,10,4038.83,387,0,Delayed
SHP-1743,WH-Delhi,Supp-C,Electronics,13,13,9321.99,280,0,Delivered
SHP-1744,WH-Mumbai,Supp-B,Electronics,10,8,1087.18,464,0,Delivered
SHP-1745,WH-Bengaluru,Supp-B,Industrial Parts,14,7,1377.43,422,1,Delayed
SHP-1746,WH-Mumbai,Supp-D,Electronics,5,12,2046.51,132,0,Delivered
SHP-1747,WH-Mumbai,Supp-A,Electronics,12,14,6154.52,376,0,Delivered
SHP-1748,WH-Delhi,Supp-C,Industrial Parts,21,13,1929.49,396,0,Delivered
SHP-1749,WH-Bengaluru,Supp-C,Industrial Parts,19,9,9696.73,348,1,Delivered
SHP-1750,WH-Hyderabad,Supp-D,Consumer Goods,12,13,4743.79,275,0,Delivered
SHP-1751,WH-Delhi,Supp-D,Electronics,22,6,5264.42,357,0,Delivered
SHP-1752,WH-Bengaluru,Supp-B,Automotive,5,7,2843.26,38,1,Delivered
SHP-1753,WH-Bengaluru,Supp-C,Industrial Parts,19,11,4974.12,472,0,Delivered
SHP-1754,WH-Bengaluru,Supp-A,Consumer Goods,2,11,6788.18,44,0,Delivered
SHP-1755,WH-Bengaluru,Supp-D,Automotive,8,10,7636.18,15,0,Delivered
SHP-1756,WH-Bengaluru,Supp-A,Electronics,7,10,7661.75,405,0,Delayed
SHP-1757,WH-Mumbai,Supp-A,Consumer Goods,16,6,5989.97,120,1,Delivered
SHP-1758,WH-Delhi,Supp-C,Industrial Parts,19,14,9091.42,303,0,Delivered
SHP-1759,WH-Mumbai,Supp-C,Automotive,12,10,8265.37,86,0,Delayed
SHP-1760,WH-Hyderabad,Supp-D,Industrial Parts,21,8,7691.96,358,0,Delivered
SHP-1761,WH-Bengaluru,Supp-C,Electronics,16,7,1028.25,156,0,Cancelled
SHP-1762,WH-Delhi,Supp-C,Automotive,17,6,565.34,76,1,Delayed
SHP-1763,WH-Bengaluru,Supp-C,Electronics,8,5,2518.25,401,0,Delivered
SHP-1764,WH-Delhi,Supp-A,Electronics,22,9,6803.47,17,0,Cancelled
SHP-1765,WH-Mumbai,Supp-D,Consumer Goods,11,6,4406.38,131,0,Delivered
SHP-1766,WH-Delhi,Supp-B,Industrial Parts,13,6,4322.86,349,1,Delivered
SHP-1767,WH-Hyderabad,Supp-A,Automotive,15,11,8903.58,184,0,Delivered
SHP-1768,WH-Hyderabad,Supp-C,Electronics,6,12,9007.85,397,0,Delivered
SHP-1769,WH-Delhi,Supp-A,Electronics,22,14,9137.17,188,0,Delayed
SHP-1770,WH-Delhi,Supp-C,Automotive,19,12,3481.84,94,0,Delivered
SHP-1771,WH-Delhi,Supp-C,Electronics,6,8,7065.03,460,0,Delivered
SHP-1772,WH-Delhi,Supp-A,Consumer Goods,4,5,3080.52,54,0,Delivered
SHP-1773,WH-Hyderabad,Supp-D,Consumer Goods,24,11,2310.79,145,0,Delivered
SHP-1774,WH-Bengaluru,Supp-C,Consumer Goods,6,5,2254.01,352,0,Delivered
SHP-1775,WH-Delhi,Supp-D,Consumer Goods,18,8,3750.02,25,0,Delivered
SHP-1776,WH-Delhi,Supp-B,Electronics,20,12,4584.6,342,1,Delayed
SHP-1777,WH-Hyderabad,Supp-C,Automotive,20,6,8394.02,204,0,Delivered
SHP-1778,WH-Hyderabad,Supp-D,Automotive,22,10,1638.97,18,1,Delayed
SHP-1779,WH-Mumbai,Supp-D,Automotive,13,10,7481.8,325,0,Delivered
SHP-1780,WH-Delhi,Supp-B,Automotive,10,13,5548.82,343,0,Delayed
SHP-1781,WH-Mumbai,Supp-D,Industrial Parts,2,9,3235.48,342,1,Delivered
SHP-1782,WH-Hyderabad,Supp-D,Automotive,19,14,5181.79,336,0,Delivered
SHP-1783,WH-Hyderabad,Supp-B,Industrial Parts,22,8,3349.45,24,0,Delivered
SHP-1784,WH-Bengaluru,Supp-C,Industrial Parts,5,9,6162.78,336,1,Delayed
SHP-1785,WH-Delhi,Supp-D,Consumer Goods,11,14,4621.52,111,0,Delivered
SHP-1786,WH-Mumbai,Supp-D,Industrial Parts,8,9,2061.85,235,0,Cancelled
SHP-1787,WH-Hyderabad,Supp-D,Electronics,23,12,1607.54,434,0,Delivered
SHP-1788,WH-Hyderabad,Supp-A,Industrial Parts,24,14,5693.61,287,0,Delivered
SHP-1789,WH-Mumbai,Supp-B,Consumer Goods,2,12,9072.92,417,0,Delivered
SHP-1790,WH-Bengaluru,Supp-A,Industrial Parts,18,6,3767.6,122,0,Cancelled
SHP-1791,WH-Hyderabad,Supp-B,Electronics,3,11,7463.5,494,0,Delivered
SHP-1792,WH-Delhi,Supp-C,Electronics,12,12,6757.28,437,0,Delayed
SHP-1793,WH-Hyderabad,Supp-C,Electronics,10,10,9349.77,10,0,Delayed
SHP-1794,WH-Delhi,Supp-D,Consumer Goods,8,9,8299.32,275,0,Delivered
SHP-1795,WH-Mumbai,Supp-B,Consumer Goods,23,13,5882.75,217,0,Delivered
SHP-1796,WH-Delhi,Supp-C,Automotive,18,7,6741.79,119,0,Delivered
SHP-1797,WH-Mumbai,Supp-B,Consumer Goods,18,14,9034.67,209,0,Delivered
SHP-1798,WH-Delhi,Supp-C,Electronics,3,8,4295.43,449,0,Delayed
SHP-1799,WH-Mumbai,Supp-A,Electronics,7,13,3604.55,378,0,Delivered
SHP-1800,WH-Delhi,Supp-C,Consumer Goods,15,10,602.71,482,0,Delivered
SHP-1801,WH-Bengaluru,Supp-A,Industrial Parts,7,12,8352.24,315,1,Delayed
SHP-1802,WH-Delhi,Supp-C,Consumer Goods,3,11,8109.32,21,0,Delivered
SHP-1803,WH-Delhi,Supp-D,Consumer Goods,2,6,1492.32,354,0,Delivered
SHP-1804,WH-Bengaluru,Supp-A,Electronics,11,7,5980.15,474,0,Delivered
SHP-1805,WH-Hyderabad,Supp-C,Automotive,22,5,4907.83,197,0,Delivered
SHP-1806,WH-Hyderabad,Supp-D,Electronics,6,13,1627.74,163,1,Delivered
SHP-1807,WH-Delhi,Supp-A,Automotive,3,11,9815.4,377,1,Delayed
SHP-1808,WH-Bengaluru,Supp-D,Electronics,23,5,2539.61,343,0,Delivered
SHP-1809,WH-Delhi,Supp-B,Consumer Goods,17,7,1138.72,434,0,Delivered
SHP-1810,WH-Mumbai,Supp-B,Electronics,3,8,6151.05,429,1,Delivered
SHP-1811,WH-Mumbai,Supp-A,Electronics,11,8,7519.23,386,1,Delivered
SHP-1812,WH-Delhi,Supp-C,Electronics,3,9,808.21,288,0,Delivered
SHP-1813,WH-Hyderabad,Supp-A,Consumer Goods,17,7,6757.82,180,0,Delayed
SHP-1814,WH-Hyderabad,Supp-D,Consumer Goods,17,7,5556.77,143,0,Delivered
SHP-1815,WH-Delhi,Supp-C,Consumer Goods,20,5,1481.02,462,1,Delivered
SHP-1816,WH-Delhi,Supp-B,Consumer Goods,8,11,2138.98,436,0,Delivered
SHP-1817,WH-Mumbai,Supp-C,Automotive,23,14,5895.76,34,0,Delivered
SHP-1818,WH-Hyderabad,Supp-B,Automotive,13,5,3315.4,27,0,Delivered
SHP-1819,WH-Delhi,Supp-C,Industrial Parts,16,6,9414.0,199,0,Delivered
SHP-1820,WH-Mumbai,Supp-C,Consumer Goods,9,8,8278.03,150,0,Delivered
SHP-1821,WH-Hyderabad,Supp-C,Automotive,7,8,9843.89,52,1,Delivered
SHP-1822,WH-Bengaluru,Supp-D,Electronics,11,9,2966.87,343,0,Delivered
SHP-1823,WH-Mumbai,Supp-D,Consumer Goods,4,6,9712.37,293,0,Delivered
SHP-1824,WH-Hyderabad,Supp-A,Industrial Parts,20,8,4596.72,155,0,Cancelled
SHP-1825,WH-Hyderabad,Supp-A,Industrial Parts,18,5,3801.43,324,0,Delivered
SHP-1826,WH-Mumbai,Supp-B,Industrial Parts,8,6,978.32,453,0,Delivered
SHP-1827,WH-Bengaluru,Supp-D,Electronics,22,5,1001.27,328,0,Delivered
SHP-1828,WH-Mumbai,Supp-B,Automotive,21,14,7074.11,450,0,Delivered
SHP-1829,WH-Hyderabad,Supp-A,Electronics,5,14,4850.33,101,0,Delivered
SHP-1830,WH-Delhi,Supp-B,Consumer Goods,15,8,2651.96,188,0,Delivered
SHP-1831,WH-Delhi,Supp-A,Industrial Parts,21,8,6332.72,65,0,Delivered
SHP-1832,WH-Mumbai,Supp-D,Electronics,23,11,2902.15,164,1,Delivered
SHP-1833,WH-Hyderabad,Supp-C,Electronics,16,14,5987.5,169,1,Delivered
SHP-1834,WH-Delhi,Supp-D,Automotive,9,13,3912.48,120,0,Delivered
SHP-1835,WH-Hyderabad,Supp-B,Automotive,22,13,8323.75,146,0,Delivered
SHP-1836,WH-Mumbai,Supp-B,Industrial Parts,16,9,8296.61,241,1,Delivered
SHP-1837,WH-Delhi,Supp-D,Electronics,23,14,5034.83,489,0,Delivered
SHP-1838,WH-Hyderabad,Supp-D,Electronics,21,5,3832.78,477,0,Delivered
SHP-1839,WH-Delhi,Supp-A,Automotive,15,5,3944.32,229,1,Delivered
SHP-1840,WH-Mumbai,Supp-B,Electronics,10,10,8154.29,490,0,Delivered
SHP-1841,WH-Hyderabad,Supp-B,Electronics,9,6,3617.71,77,0,Delayed
SHP-1842,WH-Delhi,Supp-D,Electronics,18,12,2486.06,311,1,Delivered
SHP-1843,WH-Mumbai,Supp-C,Automotive,3,13,1304.54,258,0,Delivered
SHP-1844,WH-Delhi,Supp-B,Industrial Parts,4,8,4933.58,491,0,Delivered
SHP-1845,WH-Delhi,Supp-C,Consumer Goods,9,9,5080.25,332,0,Cancelled
SHP-1846,WH-Bengaluru,Supp-D,Industrial Parts,13,12,8488.63,419,0,Delivered
SHP-1847,WH-Bengaluru,Supp-D,Consumer Goods,2,7,2601.77,401,0,Delivered
SHP-1848,WH-Mumbai,Supp-A,Electronics,11,9,4119.42,15,0,Delivered
SHP-1849,WH-Bengaluru,Supp-B,Industrial Parts,21,7,8179.85,473,1,Delivered
SHP-1850,WH-Mumbai,Supp-C,Consumer Goods,4,14,8324.42,289,0,Delivered
SHP-1851,WH-Bengaluru,Supp-A,Automotive,7,7,4153.81,441,0,Delivered
SHP-1852,WH-Delhi,Supp-B,Automotive,8,7,4861.68,496,0,Delayed
SHP-1853,WH-Mumbai,Supp-A,Industrial Parts,21,11,3381.22,103,0,Cancelled
SHP-1854,WH-Mumbai,Supp-D,Industrial Parts,24,11,9359.27,438,0,Delivered
SHP-1855,WH-Delhi,Supp-B,Electronics,19,11,1627.12,278,1,Delivered
SHP-1856,WH-Mumbai,Supp-A,Industrial Parts,12,14,9370.62,206,1,Delayed
SHP-1857,WH-Mumbai,Supp-A,Electronics,20,12,6996.73,34,0,Delivered
SHP-1858,WH-Bengaluru,Supp-C,Electronics,6,9,5549.94,157,0,Delivered
SHP-1859,WH-Mumbai,Supp-A,Automotive,20,9,810.26,127,0,Delivered
SHP-1860,WH-Hyderabad,Supp-B,Automotive,12,8,5018.16,347,0,Delivered
SHP-1861,WH-Delhi,Supp-B,Consumer Goods,13,11,4373.61,376,0,Delivered
SHP-1862,WH-Bengaluru,Supp-C,Automotive,11,14,2031.58,347,0,Delivered
SHP-1863,WH-Bengaluru,Supp-B,Automotive,9,8,6735.89,75,1,Delivered
SHP-1864,WH-Hyderabad,Supp-D,Industrial Parts,10,6,9725.93,467,0,Delivered
SHP-1865,WH-Delhi,Supp-B,Automotive,5,8,5840.79,310,0,Delivered
SHP-1866,WH-Delhi,Supp-B,Consumer Goods,6,12,7290.16,379,0,Delivered
SHP-1867,WH-Bengaluru,Supp-A,Industrial Parts,22,13,1150.28,184,0,Delayed
SHP-1868,WH-Mumbai,Supp-A,Consumer Goods,9,7,4467.84,328,0,Delivered
SHP-1869,WH-Bengaluru,Supp-B,Automotive,24,11,1605.41,85,0,Delivered
SHP-1870,WH-Delhi,Supp-C,Consumer Goods,10,13,6321.56,470,0,Delayed
SHP-1871,WH-Hyderabad,Supp-A,Industrial Parts,16,8,9415.58,123,0,Delayed
SHP-1872,WH-Bengaluru,Supp-C,Electronics,16,14,6786.89,120,0,Delivered
SHP-1873,WH-Delhi,Supp-B,Consumer Goods,17,7,1229.63,258,0,Delivered
SHP-1874,WH-Bengaluru,Supp-B,Consumer Goods,15,9,3869.33,448,0,Delivered
SHP-1875,WH-Mumbai,Supp-D,Industrial Parts,9,5,5731.3,212,0,Delayed
SHP-1876,WH-Bengaluru,Supp-A,Industrial Parts,19,7,4330.47,156,0,Cancelled
SHP-1877,WH-Bengaluru,Supp-B,Consumer Goods,11,12,8419.62,44,0,Delayed
SHP-1878,WH-Delhi,Supp-D,Automotive,21,12,8239.37,496,0,Delivered
SHP-1879,WH-Delhi,Supp-A,Consumer Goods,7,8,6312.39,318,0,Delivered
SHP-1880,WH-Delhi,Supp-B,Industrial Parts,13,6,4047.85,35,0,Delivered
SHP-1881,WH-Bengaluru,Supp-B,Electronics,3,12,2925.7,247,0,Delivered
SHP-1882,WH-Mumbai,Supp-A,Electronics,8,12,1505.81,23,0,Delivered
SHP-1883,WH-Hyderabad,Supp-A,Automotive,17,14,3871.53,383,0,Delivered
SHP-1884,WH-Hyderabad,Supp-A,Consumer Goods,4,8,4425.14,54,0,Delivered
SHP-1885,WH-Delhi,Supp-B,Electronics,14,7,6920.32,437,1,Delivered
SHP-1886,WH-Delhi,Supp-B,Consumer Goods,4,6,6752.52,225,0,Delivered
SHP-1887,WH-Bengaluru,Supp-D,Industrial Parts,19,13,1166.03,242,1,Delivered
SHP-1888,WH-Hyderabad,Supp-C,Electronics,12,5,4254.96,202,0,Delivered
SHP-1889,WH-Delhi,Supp-A,Automotive,9,11,2226.9,60,0,Delivered
SHP-1890,WH-Mumbai,Supp-B,Industrial Parts,7,9,1989.72,436,1,Delayed
SHP-1891,WH-Mumbai,Supp-B,Automotive,2,12,8359.37,384,0,Delivered
